cnpj_fundo,forecast,porc_cdi,apr,mse,mae
20.216.083/0001-68,1.0441269526873647,1.0374416788551875,BOM,0.0002495976272729727,0.013071206944599623
09.485.298/0001-41,1.0440951799931353,1.0374101095932713,BOM,1.6105566563185904e-07,0.0003988631395460086
36.326.879/0001-03,1.0436118379439425,1.0369298622577483,BOM,0.00015260591576524613,0.010394353727908524
39.979.049/0001-73,1.04326093540671,1.0365812064583704,BOM,2.2066441250448528e-05,0.003594453653511469
04.253.207/0001-29,1.043014119221828,1.0363359705734492,BOM,8.07569571759961e-06,0.0016437808550481248
31.031.302/0001-50,1.0424713052170935,1.0357966320658774,BOM,0.00027812174137598164,0.010528944438446307
39.978.940/0001-95,1.0422070066579106,1.0355340257417593,BOM,6.753669394563678e-05,0.002786266698510056
39.978.940/0001-95,1.0422070066579106,1.0355340257417593,BOM,6.753669394563678e-05,0.002786266698510056
28.881.120/0001-64,1.0412791599257043,1.0346121197713187,BOM,0.0003776470545548731,0.0061336725231933556
18.391.138/0001-24,1.0412596056699368,1.0345926907163747,BOM,0.0003782295992913888,0.006132013195624959
33.600.729/0001-58,1.0412251763346922,1.0345584818232263,BOM,0.0001007819126133612,0.007749116938719441
37.555.105/0001-17,1.0411257039111648,1.0344596462958044,BOM,0.0002502390029242396,0.013214063423916305
37.555.105/0001-17,1.0411257039111648,1.0344596462958044,BOM,0.0002502390029242396,0.013214063423916305
07.110.963/0001-97,1.0409687678386352,1.0343037150442083,BOM,0.2286296295258995,0.06718978019799042
34.735.784/0001-18,1.0409035867142702,1.034238951257662,BOM,5.8916750035123564e-05,0.005761238968013715
34.735.784/0001-18,1.0409035867142702,1.034238951257662,BOM,5.8916750035123564e-05,0.005761238968013715
32.907.013/0001-35,1.0408847460673538,1.034220231242517,BOM,8.232369655838575e-05,0.007309587645216138
35.819.455/0001-18,1.0405400832609388,1.03387777522258,BOM,0.000290210338131502,0.008113470302892587
37.204.827/0001-27,1.0404471444069163,1.033785431431914,BOM,5.134461827623846e-05,0.005897069300918166
07.187.570/0001-81,1.04040695383437,1.0337454981891705,BOM,0.001189085352763032,0.014149667578287764
34.096.113/0001-54,1.0402876187198506,1.0336269271464111,BOM,0.0004673349614227019,0.018699282587527528
26.218.614/0001-38,1.0402022988628312,1.0335421535702878,BOM,0.0003247699896570566,0.01467382748242664
41.763.139/0001-74,1.0401114003555405,1.033451837062543,BOM,4.2941466299666924e-05,0.0019321383820802898
41.763.139/0001-74,1.0401114003555405,1.033451837062543,BOM,4.2941466299666924e-05,0.0019321383820802898
32.398.732/0001-78,1.039873470968184,1.0332154310752895,BOM,0.0003815047064379418,0.013352223561962308
13.950.493/0001-72,1.0395076897902313,1.0328519918992656,BOM,0.00016048666171139498,0.004717125724423846
33.033.134/0001-68,1.0394869936559017,1.0328314282769115,BOM,0.0015071357673856224,0.01792937100436223
41.075.440/0001-95,1.039085714359156,1.0324327182673345,BOM,2.627575216968578e-05,0.004023799071194833
40.067.535/0001-02,1.0389407160313375,1.0322886483261688,BOM,4.382384099754903e-05,0.005897834599299488
40.067.535/0001-02,1.0389407160313375,1.0322886483261688,BOM,4.382384099754903e-05,0.005897834599299488
25.401.546/0001-85,1.0384529034105778,1.0318039590429882,BOM,2.2992451305661928e-06,0.0011808163394272438
26.406.468/0001-74,1.0380446403310346,1.0313983099659618,BOM,0.00022049878885220853,0.008485399576950454
32.292.548/0001-49,1.0379164067785198,1.0312708974595954,BOM,1.1658897837318693e-06,0.0010731593505075038
04.882.637/0001-00,1.0378942182088822,1.0312488509576092,BOM,0.0005377192717363637,0.017506105791589066
04.885.820/0001-69,1.0376459069180328,1.0310021295394958,BOM,0.0005366624876234424,0.017504750801080327
49.277.060/0001-45,1.037578480576963,1.0309351349117846,BOM,3.460810036491851e-05,0.004756459351607049
41.153.217/0001-19,1.0372903219208363,1.0306488212607297,BOM,3.7612656919170555e-05,0.004609237605125401
41.153.217/0001-19,1.0372903219208363,1.0306488212607297,BOM,3.7612656919170555e-05,0.004609237605125401
23.729.562/0001-76,1.0372290149362124,1.0305879068088137,BOM,0.0005988269769364797,0.014041925418137192
41.287.933/0001-99,1.0371460924364497,1.030505515240291,BOM,0.00013869722795877042,0.008568250548601442
29.045.966/0001-27,1.0370016590586053,1.0303620066318713,BOM,0.0019326503386031878,0.02418894803897972
31.964.074/0001-71,1.0369371303032011,1.030297891037337,BOM,0.00019856742987797848,0.010974908649502268
29.045.451/0001-27,1.0368588035051889,1.0302200657454794,BOM,6.186250662284807e-06,0.0022646462572381773
43.917.521/0001-10,1.0367384558623216,1.0301004886573284,BOM,0.0004199662818228494,0.014003563044225452
36.249.317/0001-03,1.036462493750571,1.029826293459342,BOM,0.00045053662232029764,0.016330221593616624
16.916.060/0001-99,1.036265997129499,1.029631054955126,BOM,0.00015451896269665042,0.00830000625345501
31.666.700/0001-43,1.0361199831984262,1.02948597591335,BOM,0.00024620891974613633,0.00635209990022099
30.982.709/0001-09,1.0360671771833372,1.0294335080014676,BOM,0.00025809811995793053,0.00194605069863589
46.975.799/0001-32,1.0358319079330796,1.0291997451191457,BOM,3.33494771681011e-05,0.004638033070915969
46.975.799/0001-32,1.0358319079330796,1.0291997451191457,BOM,3.33494771681011e-05,0.004638033070915969
46.521.568/0001-59,1.0358124773015605,1.0291804388969161,BOM,2.2196983309903515e-05,0.0014574666568023021
46.521.568/0001-59,1.0358124773015605,1.0291804388969161,BOM,2.2196983309903515e-05,0.0014574666568023021
14.487.451/0001-00,1.0355240173976437,1.0288938259268825,BOM,0.00017228527332051444,0.006875765608858172
47.123.113/0001-48,1.0354523714420547,1.0288226387017485,BOM,0.00017786865106644465,0.009865721446598865
47.123.113/0001-48,1.0354523714420547,1.0288226387017485,BOM,0.00017786865106644465,0.009865721446598865
38.120.714/0001-06,1.0354316431988948,1.0288020431761487,BOM,9.088162447359448e-06,0.00262370557200941
35.495.576/0001-51,1.0353108762763217,1.0286820494928308,BOM,0.00022493362848476078,0.007866713234327787
32.088.041/0001-78,1.0349342326210547,1.0283078173891151,BOM,0.17674017197728456,0.06127971975616446
35.492.154/0001-22,1.0348093910260956,1.028183775122481,BOM,0.0002070544440394463,0.007794932697436342
36.499.460/0001-53,1.0347604214242199,1.028135119060254,BOM,0.00010674593032206932,0.006334967541434413
23.029.099/0001-50,1.034493271609519,1.027869679736467,BOM,9.163495584845754e-06,0.0024504388793810785
20.867.066/0001-90,1.0344123287865692,1.0277892551694006,BOM,0.00027936327775555806,0.012649867547237124
31.608.344/0001-01,1.0341516411531981,1.0275302366512737,BOM,0.00015810028428273426,0.010634496309138776
37.743.584/0001-03,1.034002257174715,1.027381809139626,BOM,0.00046350035658565336,0.009777777945064363
29.241.827/0001-79,1.033929193128834,1.0273092129038641,BOM,0.00026329196766974,0.013497645553022325
29.241.827/0001-79,1.033929193128834,1.0273092129038641,BOM,0.00026329196766974,0.013497645553022325
